,NTA_Unq_ID,ntacode,ntaname,pct_buildings_coolRoof,pct_Area_coolRoof,Heat_Vulnerability,pct_imp,pct_permeable,pct_trees,NTA_PCT_MRT_Less_Than_110,Relative_ST_Average,pct_tree_class,MRT_class,RelativeST_class,Permeable_class,cool_roof_class,Outdooor_Heat_Volnerability_Index
78,79,BK25,Homecrest,33.287895310796074,40.34109397387478,3.0,79.26999529,4.097243225528592,16.198604321896866,0.31562723937666,18.068657952660583,4,3,4,4,3,3.6
79,80,MN35,Washington Heights North,60.80786026200873,61.49428361968161,1.0,62.84489023387236,5.012930274,31.092225615406367,0.527256426234908,11.422887580245863,1,1,1,4,1,1.6
80,81,QN72,Steinway,59.20207254,58.41201374882071,2.0,76.61368585952808,8.726221065545698,13.768172089739169,0.227916868345815,16.61348573226022,5,5,3,3,1,3.4
81,82,BX39,Mott Haven-Port Morris,53.38314653383146,50.969337303392415,5.0,74.43478664484057,7.587578547180093,14.572739844354285,0.263463403422818,18.984171602790397,4,5,5,3,2,3.8
82,83,BK23,West Brighton,49.35064935064935,50.911312285298905,2.0,72.30434774778828,9.379417222046724,15.066587877795534,0.253725349774791,15.9828429581585,4,5,3,3,2,3.4
83,84,MN03,Central Harlem North-Polo Grounds,60.49645390070922,53.57667485483268,5.0,74.29782592267283,3.596406812241028,21.68235900982354,0.45558494599992,16.908468798797838,2,1,3,5,2,2.6
84,85,QN68,Queensbridge-Ravenswood-Long Island City,55.2751135790005,53.29247291442557,4.0,79.95684688737796,4.737880077851482,14.37737733496258,0.284121022222251,17.850297605630818,4,4,4,4,2,3.6
85,86,SI45,New Dorp-Midland Beach,5.489058154999396,11.104131595472763,1.0,51.78759739126313,27.791068704256496,19.80643505873708,0.264945049369503,17.951754175251516,3,5,4,1,5,3.6
86,87,BX28,Van Cortlandt Village,34.58950201884253,48.100795506097406,3.0,54.45829410709931,23.43239523988226,18.807010830597147,0.301050746369342,13.638602775456404,3,4,1,1,2,2.2
87,88,BX13,Co-op City,20.45598480050665,30.255265192924487,2.0,56.69272087848142,24.552235879904654,17.782847519833837,0.245955591280798,16.473787066669317,3,5,3,1,4,3.2
88,89,BK31,Bay Ridge,49.56185949799495,56.03317620889666,1.0,68.42192507,9.950108964630298,21.423997974739788,0.346925187414468,13.377930491829236,2,2,1,2,1,1.6
89,90,BK32,Sunset Park West,67.41535367080121,59.85363932258318,4.0,87.19767606941062,3.771449839433666,7.737391136225821,0.180882658064885,17.123291018655056,5,5,4,4,1,3.8
90,91,BK68,Fort Greene,59.06374501992032,41.63556300436771,3.0,66.07169088313537,5.886614663213251,27.81959339302493,0.49843619243578,13.945702459843051,1,1,1,3,3,1.8
91,92,MN24,SoHo-TriBeCa-Civic Center-Little Italy,33.608815426997246,28.682060308698468,2.0,90.08685511,1.982397075926073,7.830958711377396,0.341777999236022,15.680176581618962,5,3,2,5,4,3.8
92,93,MN25,Battery Park City-Lower Manhattan,7.260726072607261,6.937150631474474,1.0,84.43984553810942,4.338862507449339,11.097374058632912,0.403944248054654,8.701091446256246,5,2,1,4,5,3.4
93,94,MN15,Clinton,43.74625972471574,32.97029066832372,2.0,88.20451433146476,1.3665240372911571,10.160938669999888,0.375728313505273,16.14000697477284,5,2,3,5,4,3.8
94,95,BK64,Prospect Heights,65.56219445953286,61.04483347986756,3.0,75.15532336498002,2.6420704177501984,20.72018063,0.442909807818688,12.44628039183038,2,1,1,5,1,2.0
95,96,QN76,Baisley Park,8.390022675736962,13.129394007412872,4.0,61.064054846742565,16.50347588619914,21.659907317217154,0.315977593526964,16.863333800192756,2,3,3,2,5,3.0
96,97,QN01,South Jamaica,12.071583514099784,17.268479320207124,5.0,68.30428032190174,11.36949640100768,19.58047570370615,0.306122179386008,19.54680192311295,3,3,5,2,5,3.6
97,98,QN56,Ozone Park,26.020015396458813,33.10570601460814,3.0,69.00231348746522,11.07354346644632,17.905134903529376,0.280653790588464,18.534077972519967,3,4,5,2,4,3.6
98,99,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,35.641205325858444,40.793472564843846,2.0,62.11090111408001,19.071109474329774,18.61572612280284,0.273787145278718,15.836798584277927,3,4,3,2,3,3.0
99,100,BK19,Brighton Beach,46.26019142148174,54.199849637927166,3.0,78.36556307976734,8.017797512825782,11.932009326483978,0.263346226760565,15.777566410643132,5,5,2,3,2,3.4
100,101,BK29,Bensonhurst East,53.05187692920442,59.05213582224173,3.0,83.50045330229564,3.4610669199886908,11.488124074870592,0.235604263773279,16.0755298274043,5,5,3,5,1,3.8
101,102,BX08,West Farms-Bronx River,51.77469135802469,59.79635281,4.0,75.48635581,5.742143282287363,16.946420775853518,0.310494834148991,16.16882069273077,4,3,3,3,1,2.8
102,103,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,44.04644930772666,49.769100922102346,2.0,73.24957672650251,9.083772533221463,17.130617131242293,0.288689803140987,14.987361672302926,4,4,2,3,2,3.0
103,104,BX59,Westchester-Unionport,44.49660928534168,51.688157817518885,4.0,80.44802418086529,6.90114936,11.758831710802252,0.218140972361723,18.464952003420358,5,5,5,3,2,4.0
104,105,SI25,Oakwood-Oakwood Beach,2.901819275296948,6.912548908722795,1.0,44.41850790010452,32.65589934536079,22.34874860201961,0.282575335056077,15.150359225551448,2,4,2,1,5,2.8
105,106,SI08,Grymes Hill-Clifton-Fox Hills,11.341406613879832,23.74500429181384,2.0,42.36813861550645,17.888091671129537,39.28132244316842,0.486065923629929,13.712428292180514,1,1,1,2,4,1.8
106,107,BK37,Park Slope-Gowanus,66.24921069248579,58.99773535164218,2.0,75.56484037,4.03945801,19.719497088823413,0.409925704958636,15.278889658245228,3,2,2,4,1,2.4
107,108,SI37,Stapleton-Rosebank,20.625191541526203,31.75412174311674,2.0,59.46269152,17.32426125343928,22.120726555892485,0.308673406491933,16.551091495376262,2,3,3,2,4,2.8
108,109,QN41,Fresh Meadows-Utopia,11.562799616490892,19.736318463503498,1.0,52.42088076083219,15.675555403539532,31.652669374531587,0.432121651400979,16.593107716985607,1,2,3,2,5,2.6
109,110,QN43,Bellerose,8.283671036948748,12.742500537325236,2.0,52.08757077683867,20.50183083467778,27.18663950277084,0.357837930749319,16.194908240537988,1,2,3,1,5,2.4
110,111,BK35,Stuyvesant Heights,62.39027683997299,58.99966453472119,5.0,73.04512971282672,3.0029136644908947,23.185872987611152,0.441510027455414,14.946102432876756,2,1,2,5,1,2.2
111,112,BK90,East Williamsburg,52.505219206680586,47.12528086009339,4.0,87.84209506858129,3.0890295616453813,8.559627094588409,0.173523162797934,20.038260311744896,5,5,5,5,2,4.4
112,113,QN20,Ridgewood,69.80250997178715,69.59069140501605,1.0,69.14635476,11.67181410603492,16.285383960979182,0.29378316918742,15.012412673230386,4,4,2,2,1,2.6
113,114,MN33,East Harlem South,54.24063116370809,38.992855627712586,4.0,71.78843294970024,4.1625311523312005,22.460657670565105,0.461181084118106,15.567831041854484,2,1,2,4,3,2.4
114,115,QN18,Rego Park,36.18049959709912,44.36947478305966,3.0,70.24889227046208,7.528669457718226,20.55442501973284,0.346221363249991,18.058906567253526,2,3,4,3,3,3.0
115,116,MN34,East Harlem North,57.546082949308754,48.50361037446584,5.0,70.53002838407696,5.362560778698911,22.66084702757835,0.397482885445963,16.667174129236493,2,2,3,4,2,2.6
116,117,BK77,Bushwick North,64.97186105181447,61.21285363937502,4.0,83.98669891,2.6011325831358656,12.460336847436428,0.276179061085981,17.28718584334838,5,4,4,5,1,3.8
117,118,BK78,Bushwick South,54.64730290456431,49.80051851,5.0,79.66524534,3.1517576691538167,15.57518100752354,0.31267380954338,17.75270310424012,4,3,4,5,2,3.6
118,119,MN11,Central Harlem South,65.19959058341863,57.656585622733935,5.0,80.38361898357364,2.0929281459798315,17.33053814334326,0.454891538134395,17.03953811292436,3,1,4,5,1,2.8
119,120,QN23,College Point,31.66235446313066,46.741457317292245,2.0,67.18425731897888,18.87348183894438,13.784561390479071,0.209482999340452,16.22288063911692,4,5,3,2,3,3.4
120,121,MN17,Midtown-Midtown South,7.869187531936638,7.260170580267097,2.0,96.35428060736103,0.7404968637614281,2.860437956784608,0.510768428161749,13.998772405315172,5,1,1,5,5,3.4
121,122,QN19,Glendale,51.1911911911912,54.04280718232159,2.0,76.51842309588505,4.257061750203555,18.5771669820686,0.339800116325394,15.960367437329449,3,3,3,4,2,3.0
122,123,SI11,Charleston-Richmond Valley-Tottenville,5.534623879433545,17.536365033254565,1.0,36.111204675483016,20.91881370017872,42.52543755618893,0.477829185655183,11.746584054831084,1,1,1,1,5,1.8
123,124,SI99,park-cemetery-etc-Staten Island,9.090909090909092,3.076042867915348,,7.340310723391144,70.48392870925436,21.95738784745033,0.209725087626272,3.219525304062985,2,5,1,1,5,2.8
124,125,SI05,New Springville-Bloomfield-Travis,11.16216216216216,32.23409133559224,1.0,24.70758012805571,52.47852268585136,22.484230160603857,0.240834059308626,10.429063601237806,2,5,1,1,4,2.6
125,126,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,5.889625716533663,16.708261058911972,1.0,27.93765098250261,23.528907604726204,48.37190985,0.543046085523777,9.3862003264089,1,1,1,1,5,1.8
126,127,QN55,South Ozone Park,15.098608383847008,22.789422459872387,4.0,75.02444989580003,9.927058941437908,14.3600311,0.227408151176131,19.466005317359823,4,5,5,3,4,4.2
127,128,QN57,Lindenwood-Howard Beach,10.8147713950762,15.88481739970788,1.0,54.14140041714367,31.535206955243343,13.744703026688937,0.18937560584481,15.039611539605856,5,5,2,1,5,3.6
128,129,BK60,Prospect Lefferts Gardens-Wingate,61.37323297227832,64.74705344,4.0,78.47160565260778,4.704644036,16.361128310434285,0.349941300678485,15.695335483551004,4,2,2,4,1,2.6
129,130,MN20,Murray Hill-Kips Bay,30.33175355450237,19.19607069362129,2.0,84.46089849754989,1.591895332990733,13.800436839766522,0.459281834524264,15.400332003692716,4,1,2,5,5,3.4
130,131,SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,18.52264291017075,33.248204690570574,3.0,50.954085032650056,25.73994087465689,22.03547892989108,0.264718211004257,16.26480082617052,2,5,3,1,4,3.0
131,132,BK63,Crown Heights South,55.984800506649776,63.89239013019506,4.0,80.18032203499301,3.3069233688262227,16.277024871950417,0.364941845666454,14.727592925218667,4,2,2,5,1,2.8
132,133,BK09,Brooklyn Heights-Cobble Hill,52.12981744421906,35.724112010545824,2.0,72.10268704885327,3.5537993910622525,24.137241697317187,0.540992579978101,12.908294576151375,1,1,1,5,4,2.4
133,134,SI28,Port Richmond,20.539730134932533,30.311566156654248,4.0,62.95602321,17.071075017205555,19.50617346320726,0.274600065678364,19.975831588045914,3,4,5,2,4,3.6
134,135,QN31,Hunters Point-Sunnyside-West Maspeth,54.79870902,52.3408144516478,3.0,79.67004847730892,8.346033086115602,7.577654780716957,0.16049269962621,19.94481780725765,5,5,5,3,2,4.0
135,136,BX01,Claremont-Bathgate,49.59053685168335,49.85900138897005,5.0,75.06854376816585,5.772901467336969,15.416316551128538,0.269114153204868,18.90335091058313,4,4,5,3,2,3.6
136,137,BX37,Van Nest-Morris Park-Westchester Square,35.38029299618704,44.09574193791413,4.0,70.66854771,10.375218770685242,13.914327399749718,0.230004508355274,18.72710155465648,4,5,5,2,3,3.8
137,138,BX49,Pelham Parkway,25.47747747747748,38.31599241013989,3.0,62.98636469424025,11.502469409458262,23.63470206708124,0.374293597861129,16.945356282102427,2,2,3,2,3,2.4
138,139,BX41,Mount Hope,52.330827067669176,57.89025776366944,5.0,85.07163566545776,1.8660922523849053,12.209792304140464,0.304561259300637,16.990771680145784,5,3,4,5,1,3.6
139,140,QN47,Ft. Totten-Bay Terrace-Clearview,38.02788844621514,45.03032483,1.0,48.49569366650204,27.006230420537985,24.29451095599605,0.321894600186402,14.347513941312792,1,3,1,1,3,1.8
140,141,QN49,Whitestone,20.22461566786339,27.13261151124672,1.0,60.38216035179842,19.65009683307364,19.74941129863992,0.28840891752796,16.88912160796128,3,4,3,2,4,3.2
141,142,MN19,Turtle Bay-East Midtown,17.269736842105264,8.412048642,2.0,85.11001294929302,2.8890347497315902,11.867807516531762,0.500231318293975,14.238742026548708,5,1,1,5,5,3.4
142,143,MN31,Lenox Hill-Roosevelt Island,36.28608923884514,26.17366339779892,1.0,74.21807278820901,7.423945027330822,18.18150023300744,0.46312852458202,12.742548082577963,3,1,1,3,4,2.4
